"Name","Product_Group__c","Cost_Category__c","Cost_Type__c","ProductCode","Unique_ProductCode__c","IsActive","Product_Category__c","Manual_Processing__c","Product_Name_EN__c"
"Z Gutter - High Profile Extrusion x 14.42' (173'') - White Only","LG","FactoryPurchase","tuotteet","LG-11800013","LG11800013","true","Product Options","false","Z Gutter - High Profile Extrusion x 14.42' (173'') - White Only"
"Hintaparametri KOHDE_ asennus","LG","Wages","asennus1","LG-PD9390201","LGPD9390201","true","Product Options","false",""
"Hintaparametri KAIDEJM_ asennus","LG","Wages","asennus1","LG-PD9390202","LGPD9390202","true","Product Options","false",""
"Hintaparametri VERHOUS_KPL_asennus","LG","Wages","asennus1","LG-PD9390203","LGPD9390203","true","Product Options","false",""
"Hintaparametri Tolppa_asennus","LG","Wages","asennus1","LG-PD9390204","LGPD9390204","true","Product Options","false",""
"Z Gutter - High Profile Extrusion x 16.75' (201'')","LG","FactoryPurchase","tuotteet","LG-11800014","LG11800014","true","Product Options","false","Z Gutter - High Profile Extrusion x 16.75' (201'')"
"Z Hanging Rail Extrusion x 10.39' (124.68'')","LG","FactoryPurchase","tuotteet","LG-11800024","LG11800024","true","Product Options","false","Z Hanging Rail Extrusion x 10.39' (124.68'')"
"Z Hanging Rail Extrusion x 12.42' (149'')","LG","FactoryPurchase","tuotteet","LG-11800025","LG11800025","true","Product Options","false","Z Hanging Rail Extrusion x 12.42' (149'')"
"Hintaparametri Parveke _asennus","LG","Wages","asennus1","LG-PD9390205","LGPD9390205","true","Product Options","false",""
"Hintaparametri_KÄSIJOHDEPUTKI_asennus","LG","Wages","asennus1","LG-PD9390206","LGPD9390206","true","Product Options","false",""
"Hintaparametri_VERHOUSPROFIILI_asennus","LG","Wages","asennus1","LG-PD9390207","LGPD9390207","true","Product Options","false",""
"Z I-Beam Extrusion x 8.38' (100.5'')","LG","FactoryPurchase","tuotteet","LG-11800033","LG11800033","true","Product Options","false","Z I-Beam Extrusion x 8.38' (100.5'')"
"Z I-Beam Extrusion x 10.4' (124.75'')","LG","FactoryPurchase","tuotteet","LG-11800034","LG11800034","true","Product Options","false","Z I-Beam Extrusion x 10.4' (124.75'')"
"Z I-Beam Extrusion x 14.44' (173.3'')","LG","FactoryPurchase","tuotteet","LG-11800036","LG11800036","true","Product Options","false","Z I-Beam Extrusion x 14.44' (173.3'')"
"Z I-Beam Extrusion x 16.75' (201'')","LG","FactoryPurchase","tuotteet","LG-11800037","LG11800037","true","Product Options","false","Z I-Beam Extrusion x 16.75' (201'')"
"Hintaparametri SIVUASENNUS","LG","Wages","asennus1","LG-PD9390208","LGPD9390208","true","Product Options","false",""
"Hintaparametri Kemiallinen ankkuri_asennus  HIT Z R M12x105","LG","Wages","asennus1","LG-PD9390209","LGPD9390209","true","Product Options","false",""
"Hintaparametri Kemiallinen ankkuri_asennus  HIT Z R M12x140","LG","Wages","asennus1","LG-PD9390210","LGPD9390210","true","Product Options","false",""
"Z 3'' Square Post Extrusion x 7.5' (90'')","LG","FactoryPurchase","tuotteet","LG-11800047","LG11800047","true","Product Options","false","Z 3'' Square Post Extrusion x 7.5' (90'')"
"Z 3'' Square Post Extrusion x 11.25' (135'')","LG","FactoryPurchase","tuotteet","LG-11800048","LG11800048","true","Product Options","false","Z 3'' Square Post Extrusion x 11.25' (135'')"
"Z 3'' Square Post Extrusion x 15' (180'')","LG","FactoryPurchase","tuotteet","LG-11800049","LG11800049","true","Product Options","false","Z 3'' Square Post Extrusion x 15' (180'')"
"Hintaparametri Kemiallinen ankkuri_asennus  HIT Z R M12x196","LG","Wages","asennus1","LG-PD9390211","LGPD9390211","true","Product Options","false",""
"Hintaparametri Betoniruuvi_asennus HUS HR 10x115","LG","Wages","asennus1","LG-PD9390212","LGPD9390212","true","Product Options","false",""
"Hintaparametri Puu Kansiruuvi_asennus  12x120 ZNK","LG","Wages","asennus1","LG-PD9390213","LGPD9390213","true","Product Options","false",""
"Z 3'' Square Post Extrusion x 22.5' (270'')","LG","FactoryPurchase","tuotteet","LG-11800050","LG11800050","true","Product Options","false","Z 3'' Square Post Extrusion x 22.5' (270'')"
"Z Side Facia Extrusion x 12.5' (150'')","LG","FactoryPurchase","tuotteet","LG-11800057","LG11800057","true","Product Options","false",""
"Z Side Facia Extrusion x 14.5' (174'')","LG","FactoryPurchase","tuotteet","LG-11800058","LG11800058","true","Product Options","false",""
"LAMI 4+4st IG-41 Grey","LG","FactoryPurchase","tuotteet","LG-23950003","LG23950003","true","Product Options","false","LAMI 4+4st IG-41 Grey"
"LAMI 4+4 IG-42 Grey","LG","FactoryPurchase","tuotteet","LG-23950004","LG23950004","true","Product Options","false","LAMI 4+4 IG-42 Grey"
"LAMI 6+6 Deep Red","LG","FactoryPurchase","tuotteet","LG-23954028","LG23954028","true","Product Options","false","LAMI 6+6 Deep Red"
"LAMI 6+6 Polar White","LG","FactoryPurchase","tuotteet","LG-23954029","LG23954029","true","Product Options","false","LAMI 6+6 Polar White"
"LAMI 6+6 (Special)","LG","FactoryPurchase","tuotteet","LG-23954099","LG23954099","true","Product Options","false","LAMI 6+6 (Special)"
"Special flashing","LG","FactoryPurchase","tuotteet","LG-25019999","LG25019999","true","Product Options","false","Special flashing"
"Water flashing Straight","LG","FactoryPurchase","tuotteet","LG-25050101","LG25050101","true","Product Options","false","Water flashing Straight"
"Z Water flashing3","LG","FactoryPurchase","tuotteet","LG-25050103","LG25050103","true","Product Options","false","Z Water flashing3"
"Stationary glass flashing with threshold","LG","FactoryPurchase","tuotteet","LG-25050106","LG25050106","true","Product Options","false","Stationary glass flashing with threshold"
"LAMI 4+4st IG-08 Dark brown","LG","FactoryPurchase","tuotteet","LG-23950005","LG23950005","true","Product Options","false","LAMI 4+4st IG-08 Dark brown"
"LAMI 4+4 IG-09 Dark brown","LG","FactoryPurchase","tuotteet","LG-23950006","LG23950006","true","Product Options","false","LAMI 4+4 IG-09 Dark brown"
"LAMI 4+4 IG-28 Mid brown","LG","FactoryPurchase","tuotteet","LG-23950007","LG23950007","true","Product Options","false","LAMI 4+4 IG-28 Mid brown"
"Aukkolasin vesipelti","LG","FactoryPurchase","tuotteet","LG-25050107","LG25050107","true","Product Options","false",""
"Upper flashing straight","LG","FactoryPurchase","tuotteet","LG-25050401","LG25050401","true","Product Options","false","Upper flashing straight"
"Upper flashing plate Stepped","LG","FactoryPurchase","tuotteet","LG-25050402","LG25050402","true","Product Options","false","Upper flashing plate Stepped"
"Corner flashing code 1","LG","FactoryPurchase","tuotteet","LG-25050501","LG25050501","true","Product Options","false","Corner flashing code 1"
"LAMI 4+4 IG-55 Light brown","LG","FactoryPurchase","tuotteet","LG-23950008","LG23950008","true","Product Options","false","LAMI 4+4 IG-55 Light brown"
"LAMI 4+4 IG-50 Opal+Green","LG","FactoryPurchase","tuotteet","LG-23950009","LG23950009","true","Product Options","false","LAMI 4+4 IG-50 Opal+Green"
"Corner flashing code 3","LG","FactoryPurchase","tuotteet","LG-25050503","LG25050503","true","Product Options","false","Corner flashing code 3"
"Corner flashing code 2","LG","FactoryPurchase","tuotteet","LG-25050502","LG25050502","true","Product Options","false","Corner flashing code 2"
"Termination flashing (A)","LG","FactoryPurchase","tuotteet","LG-25050601","LG25050601","true","Product Options","false","Termination flashing (A)"
"LAMI 4+4 IG-56 2xGreen","LG","FactoryPurchase","tuotteet","LG-23950010","LG23950010","true","Product Options","false","LAMI 4+4 IG-56 2xGreen"
"LAMI 4+4st IG-72 Green","LG","FactoryPurchase","tuotteet","LG-23950011","LG23950011","true","Product Options","false","LAMI 4+4st IG-72 Green"
"Termination flashing 2 (A+B)","LG","FactoryPurchase","tuotteet","LG-25050602","LG25050602","true","Product Options","false","Termination flashing 2 (A+B)"
"Hat flashing","LG","FactoryPurchase","tuotteet","LG-25050702","LG25050702","true","Product Options","false","Hat flashing"
"Flashing wedging","LG","FactoryPurchase","tuotteet","LG-25050701","LG25050701","true","Product Options","false","Flashing wedging"
"Peak hat flashing","LG","FactoryPurchase","tuotteet","LG-25050703","LG25050703","true","Product Options","false","Peak hat flashing"
"LAMI 4+4 IG-73 Green","LG","FactoryPurchase","tuotteet","LG-23950012","LG23950012","true","Product Options","false","LAMI 4+4 IG-73 Green"
"LAMI 4+4st IG-87 Clear","LG","FactoryPurchase","tuotteet","LG-23950013","LG23950013","true","Product Options","false","LAMI 4+4st IG-87 Clear"
"LAMI 4+4 IG-88 Clear","LG","FactoryPurchase","tuotteet","LG-23950014","LG23950014","true","Product Options","false","LAMI 4+4 IG-88 Clear"
"flashing","LG","FactoryPurchase","tuotteet","LG-25050704","LG25050704","true","Product Options","false","flashing"
"Upper connection flashing","LG","FactoryPurchase","tuotteet","LG-25050705","LG25050705","true","Product Options","false","Upper connection flashing"
"Rafter gab flashing","LG","FactoryPurchase","tuotteet","LG-25050706","LG25050706","true","Product Options","false","Rafter gab flashing"
"Upper profile","LG","FactoryPurchase","tuotteet","LG-11241205","LG11241205","true","Product Options","false","Upper profile"
"Telescopic profile LGR,L5,L7T - 11222205","LG","FactoryPurchase","tuotteet","LG-11222205","LG11222205","true","Product Options","false","Telescopic profile LGR,L5,L7T - 11222205"
"Lower profile","LG","FactoryPurchase","tuotteet","LG-11243001","LG11243001","true","Product Options","false","Lower profile"
"Lower profile with flange","LG","FactoryPurchase","tuotteet","LG-11243002","LG11243002","true","Product Options","false","Lower profile with flange"
"Upper profile strong","LG","FactoryPurchase","tuotteet","LG-11251205","LG11251205","true","Product Options","false","Upper profile strong"
"Lower profile strong","LG","FactoryPurchase","tuotteet","LG-11253001","LG11253001","true","Product Options","false","Lower profile strong"
"Low threshold profile","LG","FactoryPurchase","tuotteet","LG-11253002","LG11253002","true","Product Options","false","Low threshold profile"
"Lower profile strong","LG","FactoryPurchase","tuotteet","LG-11253003","LG11253003","true","Product Options","false","Lower profile strong"
"Z LAMI 4+4 Deep Red","LG","FactoryPurchase","tuotteet","LG-23950015","LG23950015","true","Product Options","false","Z LAMI 4+4 Deep Red"
"LAMI 4+4 IG-65 Opal","LG","FactoryPurchase","tuotteet","LG-23950016","LG23950016","true","Product Options","false","LAMI 4+4 IG-65 Opal"
"Lower flashing","LG","FactoryPurchase","tuotteet","LG-25050707","LG25050707","true","Product Options","false","Lower flashing"
"LUMON Formica IKI 8mm","LG","FactoryPurchase","tuotteet","LG-26300004","LG26300004","true","Product Options","false","LUMON Formica IKI 8mm"
"Formica Vivix- plate 12 mm","LG","FactoryPurchase","tuotteet","LG-26300015","LG26300015","true","Product Options","false","Formica Vivix- plate 12 mm"
"LAMI 4+4 IG-80 Light opal","LG","FactoryPurchase","tuotteet","LG-23950017","LG23950017","true","Product Options","false","LAMI 4+4 IG-80 Light opal"
"LAMI 4+4 IG-49 Opal+Blue","LG","FactoryPurchase","tuotteet","LG-23950019","LG23950019","true","Product Options","false","LAMI 4+4 IG-49 Opal+Blue"
"LAMI 4+4 IG-53 2xBlue","LG","FactoryPurchase","tuotteet","LG-23950020","LG23950020","true","Product Options","false","LAMI 4+4 IG-53 2xBlue"
"Z ACRYLITE® Acrylic - Lite White","LG","FactoryPurchase","tuotteet","LG-26800084","LG26800084","true","Product Options","false","Z ACRYLITE® Acrylic - Lite White"
"Z ACRYLITE® Wave - HEATSTOP Cool Blue","LG","FactoryPurchase","tuotteet","LG-26800086","LG26800086","true","Product Options","false","Z ACRYLITE® Wave - HEATSTOP Cool Blue"
"Z ACRYLITE® Clear acrylic panel 6mm VT4","LG","FactoryPurchase","tuotteet","LG-26800097","LG26800097","true","Product Options","false","Z ACRYLITE® Clear acrylic panel 6mm VT4"
"Hat bracket","LG","FactoryPurchase","tuotteet","LG-51370029","LG51370029","true","Product Options","false","Hat bracket"
"Freight 6mm Glass","LG","SalesFreight","rahti1","LG-PD9240155","LGPD9240155","true","Shipping Costs","false","Freight 6mm Glass"
"LAMI 4+4 IG-20 2xGrey","LG","FactoryPurchase","tuotteet","LG-23950001","LG23950001","true","Product Options","false","LAMI 4+4 IG-20 2xGrey"
"LAMI 4+4 IG-27 Opal+Grey","LG","FactoryPurchase","tuotteet","LG-23950002","LG23950002","true","Product Options","false","LAMI 4+4 IG-27 Opal+Grey"
"Pedestal 160x120 Stainless steel","LG","FactoryPurchase","tuotteet","LG-51370031","LG51370031","true","Product Options","false","Pedestal 160x120 Stainless steel"
"Side post mounting bracket RST VT4","LG","FactoryPurchase","tuotteet","LG-51780308","LG51780308","true","Product Options","false","Side post mounting bracket RST VT4"
"LAMI 4+4st IG-70 Blue","LG","FactoryPurchase","tuotteet","LG-23950021","LG23950021","true","Product Options","false","LAMI 4+4st IG-70 Blue"
"lisätuotekustannukset","LG","FactoryPurchase","tuotekust.","LG-PD9980003","LGPD9980003","true","Additional Costs","false",""
"kulukorvaukset","LG","TravelExpenses","kulukorv.","LG-PD9980004","LGPD9980004","true","Additional Costs","false",""
"asennustarvikkeet","LG","InstallSupplies","as.tarvike","LG-PD9980005","LGPD9980005","true","Additional Costs","false",""
"rahti","LG","SalesFreight","rahti","LG-PD9980006","LGPD9980006","true","Additional Costs","false",""
"ulkopuolinen asennuspalvelu","LG","ExternalService","ulk.as.pal","LG-PD9980007","LGPD9980007","true","Additional Costs","false",""
"lupahakemus","LG","BuildingPermits","lupahakem.","LG-PD9980009","LGPD9980009","true","Additional Costs","false",""
"alihnakinta","LG","ExternalService","alihankint","LG-PD9980010","LGPD9980010","true","Additional Costs","false",""
"asennus","LG","Wages","asennus","LG-PD9980011","LGPD9980011","true","Additional Costs","false",""
"perustus","LG","SalesService","perustus","LG-PD9980107","LGPD9980107","true","Additional Costs","false",""
"Terassimatto m2","LG","FactoryPurchase","tuotteet","LG-PD9980109","LGPD9980109","true","Product Options","false",""
"LAMI 6+6st sininen IG-70 Blue","LG","FactoryPurchase","tuotteet","LG-23954021","LG23954021","true","Product Options","false",""
"LAMI 6+6 IG-71 Blue","LG","FactoryPurchase","tuotteet","LG-23954022","LG23954022","true","Product Options","false","LAMI 6+6 IG-71 Blue"
"LAMI 6+6 True Blue","LG","FactoryPurchase","tuotteet","LG-23954023","LG23954023","true","Product Options","false","LAMI 6+6 True Blue"
"Handrail 160x45","LG","FactoryPurchase","tuotteet","LG-11370002","LG11370002","true","Product Options","false","Handrail 160x45"
"Facade cover profile 165mm","LG","FactoryPurchase","tuotteet","LG-11370007","LG11370007","true","Product Options","false","Facade cover profile 165mm"
"Facade cover profile 215mm","LG","FactoryPurchase","tuotteet","LG-11370008","LG11370008","true","Product Options","false","Facade cover profile 215mm"
"LCE alasuojapelti0202","LG","FactoryPurchase","tuotteet","LG-PD9000036","LGPD9000036","true","Product Options","false",""
"LCE alasuojapelti0205","LG","FactoryPurchase","tuotteet","LG-PD9000037","LGPD9000037","true","Product Options","false",""
"Hintaparametri Pelti_KPL  rahti","LG","SalesFreight","rahti","LG-PD9000038","LGPD9000038","true","Product Options","false",""
"hintaparametri AVAUTUVA_PINTA_ALA","LG","Manhours","askuormitu","LG-PD9000003","LGPD9000003","true","Services","false",""
"hintaparametri AVAUTUVA_PINTA_ALA","LG","Wages","asennus","LG-PD9000001","LGPD9000001","true","Product Options","false",""
"hintaparametri KIINTEA_PINTA_ALA","LG","Wages","asennus","LG-PD9000002","LGPD9000002","true","Product Options","false",""
"Price parameter Cost Reservation order","LG","CostReserv","costreserv","LG-PD9000100","LGPD9000100","true","Product Options","false","Price parameter Cost Reservation order"
"Price parameter Cost Reservation linemeter","LG","CostReserv","costreserv","LG-PD9000102","LGPD9000102","true","Product Options","false","Price parameter Cost Reservation linemeter"
"Price parameter Cost Reservation Special order","LG","CostReserv","costreserv","LG-PD9000103","LGPD9000103","true","Product Options","false","Price parameter Cost Reservation Special order"
"Price parameter Cost Reservation Balcony","LG","CostReserv","costreserv","LG-PD9000101","LGPD9000101","true","Product Options","false","Price parameter Cost Reservation Balcony"
"hintaparametri KIINTEA_PINTA_ALA","LG","Manhours","askuormitu","LG-PD9000004","LGPD9000004","true","Services","false",""
"hintaparametri AVAUTUVA_PINTA_ALA","LG","FactoryPurchase","tuotteet","LG-PD9000005","LGPD9000005","true","Product Options","false",""
"hintaparametri KIINTEA_PINTA_ALA","LG","FactoryPurchase","tuotteet","LG-PD9000006","LGPD9000006","true","Product Options","false",""
"hintaparametri AVAUTUVA_PINTA_ALA","LG","Manhours","askuormitu","LG-PD9000518","LGPD9000518","true","Services","false",""
"hintaparametri LCE_AUKKOLASI_asennus m2","LG","Wages","asennus","LG-PD9000517","LGPD9000517","true","Product Options","false","hintaparametri LCE_AUKKOLASI_asennus m2"
"hintaparametri KIINTEA_PINTA_ALA","LG","FactoryPurchase","tuotteet","LG-PD9000519","LGPD9000519","true","Product Options","false","hintaparametri KIINTEA_PINTA_ALA"
"hintaparametri rahti aukkolasi","LG","SalesFreight","rahti","LG-PD9000007","LGPD9000007","true","Product Options","false",""
"Hintaparametri HR2_maalauslisä","LG","FactoryPurchase","tuotteet","LG-PD9000008","LGPD9000008","true","Product Options","false",""
"Hintaparametri HR3_maalauslisä","LG","FactoryPurchase","tuotteet","LG-PD9000009","LGPD9000009","true","Product Options","false",""
"hintaparametri LCE OF50","LG","FactoryPurchase","tuotteet","LG-PD9000520","LGPD9000520","true","Product Options","false",""
"hintaparametri LCE kirkas 3+3","LG","FactoryPurchase","tuotteet","LG-PD9000521","LGPD9000521","true","Product Options","false",""
"hintaparametri LCE pleksi 10mm","LG","FactoryPurchase","tuotteet","LG-PD9000522","LGPD9000522","true","Product Options","false",""
"Hintaparametri HR4_maalauslisä","LG","FactoryPurchase","tuotteet","LG-PD9000010","LGPD9000010","true","Product Options","false",""
"Hintaparametri HR5_maalauslisä","LG","FactoryPurchase","tuotteet","LG-PD9000011","LGPD9000011","true","Product Options","false",""
"Hintaparametri aukkolasilistan asennus","LG","Wages","asennus","LG-PD9000012","LGPD9000012","true","Product Options","false",""
"hintaparametri LCE kirkas 4+4","LG","FactoryPurchase","tuotteet","LG-PD9000524","LGPD9000524","true","Product Options","false",""
"hintaparametri LCE OF42","LG","FactoryPurchase","tuotteet","LG-PD9000523","LGPD9000523","true","Product Options","false",""
"Hintaparametri aukkolasilistan asennuskuormitus","LG","Manhours","askuormitu","LG-PD9000013","LGPD9000013","true","Services","false",""
"Hintaparametri pelti_kpl  asennus","LG","Wages","asennus","LG-PD9000031","LGPD9000031","true","Product Options","false",""
"Hintaparametri pelti_kpl  asennuskuormitus","LG","Manhours","askuormitu","LG-PD9000032","LGPD9000032","true","Services","false",""
"Hintaparametri Pelti_ pinta-ala","LG","FactoryPurchase","tuotteet","LG-PD9000033","LGPD9000033","true","Product Options","false",""
"LCE vesipelti 111","LG","FactoryPurchase","tuotteet","LG-PD9000034","LGPD9000034","true","Product Options","false",""
"LCE alasuojapelti(väl.as.)","LG","FactoryPurchase","tuotteet","LG-PD9000035","LGPD9000035","true","Product Options","false",""
"Glass 12mm_installation","LG","Wages","asennus1","LG-PD9240123","LGPD9240123","true","Services","false","Glass 12mm_installation"
"Freight 12mm Glass","LG","SalesFreight","rahti1","LG-PD9240158","LGPD9240158","true","Shipping Costs","false","Freight 12mm Glass"
"Width >800mm","LG","SalesFreight","rahti1","LG-PD9240159","LGPD9240159","true","Shipping Costs","false","Width >800mm"
"Facade cover profile 265mm","LG","FactoryPurchase","tuotteet","LG-11370009","LG11370009","true","Product Options","false","Facade cover profile 265mm"
"Facade cover profile 265mm L","LG","FactoryPurchase","tuotteet","LG-11370010","LG11370010","true","Product Options","false","Facade cover profile 265mm L"
"Post 75x32","LG","FactoryPurchase","tuotteet","LG-11370022","LG11370022","true","Product Options","false","Post 75x32"
"Strong post 75x32","LG","FactoryPurchase","tuotteet","LG-11370023","LG11370023","true","Product Options","false","Strong post 75x32"
"Lower frame for post installation","LG","FactoryPurchase","tuotteet","LG-11370024","LG11370024","true","Product Options","false","Lower frame for post installation"
"Handrail 130","LG","FactoryPurchase","tuotteet","LG-11370025","LG11370025","true","Product Options","false","Handrail 130"
"Lower gap profile","LG","FactoryPurchase","tuotteet","LG-11370027","LG11370027","true","Product Options","false","Lower gap profile"
"Handrail 220","LG","FactoryPurchase","tuotteet","LG-11370029","LG11370029","true","Product Options","false","Handrail 220"
"Handrail 160","LG","FactoryPurchase","tuotteet","LG-11370030","LG11370030","true","Product Options","false","Handrail 160"
"Lower frame for post installation Light LTK","LG","FactoryPurchase","tuotteet","LG-11370032","LG11370032","true","Product Options","false","Lower frame for post installation Light LTK"
"Handrail 130 Light","LG","FactoryPurchase","tuotteet","LG-11370033","LG11370033","true","Product Options","false","Handrail 130 Light"
"Handrail 220 Light","LG","FactoryPurchase","tuotteet","LG-11370034","LG11370034","true","Product Options","false","Handrail 220 Light"
"Regtangular tube 150x50x5","LG","FactoryPurchase","tuotteet","LG-11721025","LG11721025","true","Product Options","false","Regtangular tube 150x50x5"
"F-Bead 6,5mm","LG","FactoryPurchase","tuotteet","LG-11010613","LG11010613","true","Product Options","false","F-Bead 6,5mm"
"Z H-Bead 8mm","LG","FactoryPurchase","tuotteet","LG-11010602","LG11010602","true","Product Options","false","Z H-Bead 8mm"
"h-Bead 6,5mm","LG","FactoryPurchase","tuotteet","LG-11010603","LG11010603","true","Product Options","false","h-Bead 6,5mm"
"F-Bead 8mm","LG","FactoryPurchase","tuotteet","LG-11010612","LG11010612","true","Product Options","false","F-Bead 8mm"
"Rectangular profile 50x50x4","LG","FactoryPurchase","tuotteet","LG-11010742","LG11010742","true","Product Options","false","Rectangular profile 50x50x4"
"Rectangular profile 120x50x5","LG","FactoryPurchase","tuotteet","LG-11010743","LG11010743","true","Product Options","false","Rectangular profile 120x50x5"
"U-profile 28x46","LG","FactoryPurchase","tuotteet","LG-11020007","LG11020007","true","Product Options","false","U-profile 28x46"
"Rectangular profile 100x60x5","LG","FactoryPurchase","tuotteet","LG-11721026","LG11721026","true","Product Options","false","Rectangular profile 100x60x5"
"Rectangular profile 60x60x5","LG","FactoryPurchase","tuotteet","LG-11721030","LG11721030","true","Product Options","false","Rectangular profile 60x60x5"
"Aluminium Front Post VT3","LG","FactoryPurchase","tuotteet","LG-11750001","LG11750001","true","Product Options","false","Aluminium Front Post VT3"
"Drain Pipe VT3","LG","FactoryPurchase","tuotteet","LG-11750010","LG11750010","true","Product Options","false","Drain Pipe VT3"
"Continuous bracket 50x60","LG","FactoryPurchase","tuotteet","LG-11223004","LG11223004","true","Product Options","false","Continuous bracket 50x60"
"Continuous bracket 50x90","LG","FactoryPurchase","tuotteet","LG-11223005","LG11223005","true","Product Options","false","Continuous bracket 50x90"
"Post 70x30","LG","FactoryPurchase","tuotteet","LG-11311105","LG11311105","true","Product Options","false","Post 70x30"
"Decor profile 20x1,0","LG","FactoryPurchase","tuotteet","LG-11315301","LG11315301","true","Product Options","false","Decor profile 20x1,0"
"Hintaparametri Handrail bracket 300 + 2 decor profile","LG","FactoryPurchase","tuotteet","LG-PD9370184","LGPD9370184","true","Product Options","false",""
"Hintaparametri Chemical fastening M12x105 for top installation post","LG","FactoryPurchase","tuotteet","LG-PD9370265","LGPD9370265","true","Product Options","false",""
"Hintaparametri Tolppa-ankkuri Betoni 69984011 Kemiallinen ankkuri HIT Z R M12x105","LG","FactoryPurchase","tuotteet","LG-PD9390001","LGPD9390001","true","Product Options","false",""
"Hintaparametri Tolppa-ankkuri Betoni 69984012 Kemiallinen ankkuri HIT Z R M12x140","LG","FactoryPurchase","tuotteet","LG-PD9390002","LGPD9390002","true","Product Options","false",""
"Hintaparametri Tolppa-ankkuri Betoni 69984012 Kemiallinen ankkuri HIT Z R M12x196","LG","FactoryPurchase","tuotteet","LG-PD9390003","LGPD9390003","true","Product Options","false",""
"Hintaparametri Tolppa-ankkuri Betoni 68980520 Betoniruuvi HUS HR 10x115","LG","FactoryPurchase","tuotteet","LG-PD9390004","LGPD9390004","true","Product Options","false",""
"Hintaparametri Tolppa-ankkuri Puu 68980226 Kansiruuvi 12x120 ZNK","LG","FactoryPurchase","tuotteet","LG-PD9390005","LGPD9390005","true","Product Options","false",""
"Hintaparametri Tolppa-ankkuri Teräs 68980424 Ruuvi M12x40 DIN933 A2","LG","FactoryPurchase","tuotteet","LG-PD9390006","LGPD9390006","true","Product Options","false",""
"Hintaparametri Tolppa-ankkuri Teräs 68061244 Kuusioruuvi M10x40 DIN933 A4","LG","FactoryPurchase","tuotteet","LG-PD9390007","LGPD9390007","true","Product Options","false",""
"Hintaparametri VERHOUS M2 (vain mittatietoja varten)","LG","FactoryPurchase","tuotteet","LG-PD9390008","LGPD9390008","true","Product Options","false",""
"Hintaparametri Seinäliittymä - seinäpaarre","LG","FactoryPurchase","tuotteet","LG-PD9390009","LGPD9390009","true","Product Options","false",""
"Hintaparametri Seinäliittymä - seinäpaarre tiivisteellä","LG","FactoryPurchase","tuotteet","LG-PD9390010","LGPD9390010","true","Product Options","false",""
"Hintaparametri Seinäliittymä - päätyprofiili tiivisteellä","LG","FactoryPurchase","tuotteet","LG-PD9390011","LGPD9390011","true","Product Options","false",""
"Hintaparametri Seinäliittymä - seinäpaarre + päätyprofiili tiivisteellä","LG","FactoryPurchase","tuotteet","LG-PD9390012","LGPD9390012","true","Product Options","false",""
"Hintaparametri Seinäliittymä - seinäpaarre tiivisteellä + päätyprofiili tiivisteellä","LG","FactoryPurchase","tuotteet","LG-PD9390013","LGPD9390013","true","Product Options","false",""
"Hintaparametri Varvaslistan liitosprofiili 11370026 + varvaslista 11370027","LG","FactoryPurchase","tuotteet","LG-PD9390014","LGPD9390014","true","Product Options","false",""
"Hintaparametri LASIKOLO","LG","FactoryPurchase","tuotteet","LG-PD9390017","LGPD9390017","true","Product Options","false",""
"Hintaparametri LASIREIKÄ","LG","FactoryPurchase","tuotteet","LG-PD9390018","LGPD9390018","true","Product Options","false",""
"Hintaparametri LASI SPECIAL","LG","FactoryPurchase","tuotteet","LG-PD9390019","LGPD9390019","true","Product Options","false",""
"Hintaparametri Ø40 Pyöröputki 11315304+kannake T4 51319106","LG","FactoryPurchase","tuotteet","LG-PD9390020","LGPD9390020","true","Product Options","false",""
"Hintaparametri Ø40 Pyöröputki 11315304+kannake T3 51319107","LG","FactoryPurchase","tuotteet","LG-PD9390021","LGPD9390021","true","Product Options","false",""
"hintaparametri Pyöröputki 11315304 + RST kannake 71094192","LG","FactoryPurchase","tuotteet","LG-PD9390022","LGPD9390022","true","Product Options","false",""
"Hintaparametri Suorakaideputki 60x20+kannake 51319109","LG","FactoryPurchase","tuotteet","LG-PD9390023","LGPD9390023","true","Product Options","false",""
"Hintaparametri PITUUS Tolppakaide","LG","FactoryPurchase","tuotteet","LG-PD9390100","LGPD9390100","true","Product Options","false",""
"Hintaparametri TOLPPAKPL","LG","FactoryPurchase","tuotteet","LG-PD9390102","LGPD9390102","true","Product Options","false",""
"Hintaparametri VERHOUS_M2","LG","FactoryPurchase","tuotteet","LG-PD9390103","LGPD9390103","true","Product Options","false",""
"Hintaparametri SIVUKPL","LG","FactoryPurchase","tuotteet","LG-PD9390104","LGPD9390104","true","Product Options","false",""
"Hintaparametri LASIKPL","LG","FactoryPurchase","tuotteet","LG-PD9390101","LGPD9390101","true","Product Options","false",""
"Hintaparametri HR2_maalauslisä","LG","FactoryPurchase","tuotteet","LG-PD9390105","LGPD9390105","true","Product Options","false",""
"Hintaparametri HR3_maalauslisä","LG","FactoryPurchase","tuotteet","LG-PD9390106","LGPD9390106","true","Product Options","false",""
"Hintaparametri HR4_maalauslisä","LG","FactoryPurchase","tuotteet","LG-PD9390107","LGPD9390107","true","Product Options","false",""
"Hintaparametri HR5_maalauslisä","LG","FactoryPurchase","tuotteet","LG-PD9390108","LGPD9390108","true","Product Options","false",""
"Hintaparametri Factory assembly","LG","FactoryPurchase","tuotteet","LG-PD9390109","LGPD9390109","true","Product Options","false",""
